ASX Code,Company Name,Status,NCA Intangibles(ExGW)
REZ,Resources & Energy Group Limited,Trading,0
RF1,Regal Investment Fund,Trading,--
RFF,Rural Funds Group,Trading,--
RFG,Retail Food Group Limited,Trading,"171,251,000.00"
RFN,Reffind Limited,Trading,0
RFR,Rafaella Resources Ltd,Trading,0
RFT,Rectifier Technologies Ltd,Trading,0
RFX,Redflow Limited,Trading,"630,448.00"
RGB,Russell Invest Aust Govt Bond ETF,Trading,--
RGI,Roto-Gro International Limited,Trading,"8,037,401.00"
RGL,Riversgold Limited,Trading,0
RGS,Regeneus Ltd,Trading,0
RHC,Ramsay Health Care Limited,Trading,"462,700,000.00"
RHI,Red Hill Iron Limited,Trading,0
RHP,Rhipe Limited,Trading,"11,310,000.00"
RHT,Resonance Health Limited,Trading,"2,532,122.00"
RHY,Rhythm Biosciences Limited,Trading,"497,986.00"
RIC,Ridley Corporation Limited,Trading,"6,051,000.00"
RIE,Riedel Resources Limited,Trading,0
RIM,Rimfire Pacific Mining NL,Trading,0
RINC,Betashares Legg Mason Real Income Fund (Managed Fund),Trading,--
RIO,Rio Tinto Limited,Trading,"3,763,916,642.00"
RKN,Reckon Limited,Trading,"32,811,000.00"
RLC,Reedy Lagoon Corporation Limited,Trading,0
RLE,Real Energy Corporation Limited,Trading,0
RLG,RooLife Group Ltd,Trading,"1,582,743.00"
RLT,Renergen Limited,Trading,"141,287,410.00"
RMC,Resimac Group Limited,Trading,"1,463,000.00"
RMD,ResMed Inc.,Trading,"653,020,544.00"
RMG,RMG Limited,Suspended,0
RMI,Resource Mining Corporation Limited,Trading,0
RML,Resolution Minerals Ltd,Trading,0
RMP,Red Emperor Resources NL,Trading,--
RMS,Ramelius Resources Limited,Trading,0
RMT,RMA Energy Limited,Suspended,--
RMX,Red Mountain Mining Limited,Trading,0
RMY,RMA Global Limited,Trading,"43,870.00"
RND,Rand Mining Limited,Trading,0
RNE,Renu Energy Limited,Trading,0
RNO,Rhinomed Limited ,Trading,"1,028,363.00"
RNT,Rent.com.au Limited,Trading,"1,523,357.00"
RNU,Renascor Resources Limited,Trading,0
RNX,Renegade Exploration Limited,Trading,0
RNY,RNY Property Trust,Suspended,--
ROBO,ETFS ROBO Global Robotics and Automation ETF,Trading,--
ROG,Red Sky Energy Limited,Trading,0
ROO,Roots Sustainable Agricultural Technologies Ltd,Trading,0
RPG,Raptis Group Limited,Suspended,--
RPM,RPM Automotive Group Limited,Trading,"250,735.00"
RRL,Regis Resources Limited,Trading,"2,572,000.00"
RSG,Resolute Mining Limited,Trading,0
RSH,Respiri Limited,Trading,0
RSM,Russell Invest Aust Semi-Govt Bond ETF,Trading,--
RTE,"Retech Technology., Co Limited",Trading,"561,633.00"
RTG,RTG Mining Inc.,Trading,0
RTR,Rumble Resources Limited,Trading,0
RUL,RPMGlobal Holdings Limited,Trading,"4,843,000.00"
RVR,Red River Resources Limited,Trading,"271,000.00"
RVS,Revasum Inc,Trading,"9,663,145.00"
RWC,Reliance Worldwide Corporation Limited,Trading,"325,660,000.00"
RWD,Reward Minerals Ltd,Trading,0
RXH,Rewardle Holdings Limited,Trading,0
RXL,Rox Resources Limited,Trading,0
RXM,Rex Minerals Limited,Trading,0
RXP,RXP Services Limited,Trading,"2,619,000.00"
RYD,Ryder Capital Limited,Trading,--
RZI,Raiz Invest Limited,Trading,--
S2R,S2 Resources Limited,Trading,0
S32,South32 Limited,Trading,"158,822,672.00"
S66,Star Combo Pharma Limited,Trading,"2,891,934.00"
SAN,Sagalio Energy Limited,Trading,0
SAR,Saracen Mineral Holdings Limited,Trading,0
SAS,Sky and Space Global Ltd,Suspended,0
SAU,Southern Gold Limited,Trading,0
SBM,St Barbara Limited,Trading,0
SBR,Sabre Resources Limited,Trading,0
SBU,Siburan Resources Limited,Suspended,--
SBW,Shekel Brainweigh Ltd,Trading,"4,481,872.00"
SCG,Scentre Group,Trading,--
SCI,Silver City Minerals Limited,Trading,0
SCL,Schrole Group Ltd,Trading,"1,074,798.00"
SCN,Scorpion Minerals Limited,Trading,0
SCP,Shopping Centres Australasia Property Group,Trading,--
SCT,Scout Security Limited,Trading,--
SCU,Stemcell United Limited,Trading,1
SDA,Speedcast International Limited,Suspended,0
SDF,Steadfast Group Limited,Trading,--
SDG,Sunland Group Limited,Trading,--
SDI,SDI Limited,Trading,"24,752,000.00"
SDL,Sundance Resources Limited,Suspended,0
SDV,SciDev Ltd,Trading,"414,940.00"
SE1,Sensera Limited,Trading,"5,231,298.00"
SEC,Spheria Emerging Companies Limited,Trading,--
SEI,Speciality Metals International Limited,Trading,0
SEK,SEEK Limited,Trading,"589,700,000.00"
SELF,Selfwealth SMSF Leaders ETF,Trading,--
SEN,Senetas Corporation Limited,Trading,"10,205,487.00"
SEQ,Sequoia Financial Group Ltd,Trading,"13,494,724.00"
SER,Strategic Energy Resources Limited,Trading,0
SES,SECOS Group Ltd,Trading,"72,659.00"
SF1,STEMify Limited,Suspended,0
SFC,Schaffer Corporation Limited,Trading,0
SFG,Seafarms Group Limited,Trading,0
SFM,Santa Fe Minerals Ltd,Trading,0
SFR,Sandfire Resources Limited,Trading,0
SFX,Sheffield Resources Limited,Trading,0
SFY,SPDR S&P/ASX 50 Fund,Trading,--
SGC,Sacgasco Limited,Trading,289
SGF,Sg Fleet Group Limited,Trading,"50,350,000.00"
SGH,Slater & Gordon Limited,Trading,"739,000.00"
SGI,Stealth Global Holdings Ltd,Trading,0
SGLLV,Ricegrowers Limited,Trading,"5,791,000.00"
SGM,Sims Limited,Trading,"700,000.00"
SGO,Stream Group Limited,Suspended,"250,279.00"
SGP,Stockland,Trading,--
SGQ,St George Mining Limited,Trading,0
SGR,The Star Entertainment Group Limited,Trading,"410,900,000.00"
SHE,Stonehorse Energy Limited,Trading,0
SHH,Shree Minerals Limited,Trading,0
SHJ,Shine Justice Ltd,Trading,"12,797,000.00"
SHK,Stone Resources Australia Limited,Trading,0
SHL,Sonic Healthcare Limited,Trading,"468,570,000.00"
SHM,Shriro Holdings Limited,Trading,0
SHO,Sportshero Limited,Trading,0
SHV,Select Harvests Limited,Trading,"45,272,000.00"
SI6,Six Sigma Metals Limited,Trading,--
SIG,Sigma Healthcare Limited,Trading,"32,407,000.00"
SIH,Sihayo Gold Limited,Trading,0
SIL,Smiles Inclusive Limited,Suspended,"68,000.00"
SIO,Simonds Group Limited,Trading,"6,195,000.00"
SIQ,Smartgroup Corporation Ltd,Trading,"37,509,000.00"
SIS,Simble Solutions Limited,Trading,0
SIT,Site Group International Limited,Trading,"809,593.00"
SIV,SIV Capital Limited,Trading,0
SIX,Sprintex Limited,Suspended,0
SKC,SkyCity Entertainment Group Limited,Trading,"571,650,004.00"
SKF,Skyfii Ltd,Trading,"7,629,708.00"
SKI,Spark Infrastructure Group,Trading,0
SKN,Skin Elements Limited,Trading,"8,653,824.00"
SKO,Serko Limited,Trading,"18,122,257.00"
SKT,Sky Network Television Limited,Trading,"62,184,434.00"
SKY,Sky Metals Limited,Trading,0
SL1,Symbol Mining Limited,Suspended,0
SLC,Superloop Limited,Trading,"104,949,000.00"
SLF,SPDR S&P/ASX 200 Listed Property Fund,Trading,--
SLK,Sealink Travel Group Limited,Trading,"128,070,000.00"
SLR,Silver Lake Resources Limited,Trading,0
SLX,Silex Systems Limited,Trading,0
SLZ,Sultan Resources Limited,Trading,0
SM1,Synlait Milk Limited,Trading,"39,493,588.00"
SMG,Soon Mining Limited,Trading,0
SMI,Santana Minerals Limited,Trading,0
SMLL,BetaShares Australian Small Companies Select Fund (Managed Fund) ,Trading,--
SMN,Structural Monitoring Systems Plc,Trading,"1,757,000.00"
SMP,Smartpay Holdings Limited,Trading,"14,721,653.00"
SMR,Stanmore Coal Limited,Trading,"2,771,000.00"
SMX,Security Matters Limited,Trading,"2,005,518.00"
SNAS,ETFS Ultra Short Nasdaq 100 Hedge Fund,Trading,--
SNC,Sandon Capital Investments Limited,Trading,--
SND,Saunders International Limited,Trading,0
SNG,Siren Gold Limited,Trading,0
SNL,Supply Network Limited,Trading,0
SNS,SenSen Networks Limited,Trading,0
SNZ,Summerset Group Holdings Limited,Trading,--
SO4,Salt Lake Potash Limited,Trading,0
SOL,Washington H. Soul Pattinson and Co. Limited,Trading,"117,186,000.00"
SOM,SomnoMed Limited,Trading,"1,459,523.00"
SOP,Synertec Corporation Limited,Trading,0
SOR,Strategic Elements Limited,Trading,--
SP3,Spectur Limited,Trading,"309,773.00"
SPK,Spark New Zealand Limited,Trading,"697,000,840.00"
SPL,Starpharma Holdings Limited,Trading,0
SPQ,Superior Resources Limited,Trading,0
SPT,Splitit Payments Ltd,Trading,0
SPY,SPDR S&P 500 ETF Trust,Trading,--
SPZ,Smart Parking Limited,Trading,"504,314.00"
SRG,SRG Global Limited,Trading,"17,364,000.00"
SRH,Saferoads Holdings Limited,Trading,"1,272,622.00"
SRI,Sipa Resources Limited,Trading,0
SRJ,SRJ Technologies Group plc,Trading,"1,698,000.00"
SRK,Strike Resources Limited,Trading,0
SRN,Surefire Resources NL,Trading,--
SRV,Servcorp Limited,Trading,--
SRY,Story-I Limited,Trading,"1,071,918.00"
SRZ,Stellar Resources Limited,Trading,0
SSG,Shaver Shop Group Limited,Trading,"4,012,340.00"
SSL,Sietel Limited,Trading,--
SSM,Service Stream Limited,Trading,"83,196,000.00"
SSO,SPDR S&P/ASX Small Ordinaries Fund,Trading,--
SSR,SSR Mining Inc.,Trading,0
SST,Steamships Trading Company Limited,Trading,0
ST1,Spirit Technology Solutions Ltd,Trading,"1,385,629.00"
STA,Strandline Resources Limited,Trading,0
STC,Sinetech Limited,Suspended,0
STG,Straker Translations Limited,Trading,"5,655,649.00"
STK,Strickland Metals Limited,Trading,0
STM,Sunstone Metals Ltd,Trading,0
STN,Saturn Metals Limited,Trading,0
STO,Santos Limited,Trading,0
STW,SPDR S&P/ASX 200 Fund,Trading,--
STX,Strike Energy Limited,Trading,0
SUBD,VanEck Vectors Australian Subordinated Debt ETF,Trading,--
SUD,Suda Pharmaceuticals Ltd,Trading,"4,251,222.00"
SUH,Southern Hemisphere Mining Limited,Trading,--
SUL,Super Retail Group Limited,Trading,"347,700,000.00"
SUN,Suncorp Group Limited,Trading,--
SUP,Superior Lake Resources Limited,Trading,0
SUV,Suvo Strategic Minerals Limited,Trading,--
SVA,Simavita Limited,Trading,"19,861.00"
SVD,ScandiVanadium Ltd,Trading,0
SVH,Silver Heritage Group Limited,Suspended,"1,177,562.00"
SVL,Silver Mines Limited,Trading,"56,603.00"
SVM,Sovereign Metals Limited,Trading,0
SVS,Sunvest Corporation Limited,Trading,--
SVW,Seven Group Holdings Limited,Trading,"479,500,000.00"
SVY,Stavely Minerals Limited ,Trading,0
SW1,Swift Media Limited,Trading,"4,754,027.00"
SWF,SelfWealth Limited,Trading,--
SWK,Swick Mining Services Ltd,Trading,"12,151,000.00"
SWM,Seven West Media Limited,Trading,"483,501,000.00"
SWTZ,Switzer Dividend Growth Fund (Managed Fund),Trading,--
SXA,Strata-X Energy Limited,Trading,0
SXE,Southern Cross Electrical Engineering Ltd,Trading,"13,000.00"
SXL,Southern Cross Media Group Limited,Trading,"938,088,000.00"
SXX,Southern Cross Exploration N.L.,Suspended,0
SXY,Senex Energy Limited,Trading,"4,133,000.00"
SYA,Sayona Mining Limited,Trading,0
SYD,Sydney Airport,Trading,"6,548,300,000.00"
SYI,SPDR MSCI Australia Select High Dividend Yield Fund,Trading,--
SYR,Syrah Resources Limited,Trading,"215,529.00"
SYT,Syntonic Limited,Trading,--
SZL,Sezzle Inc,Trading,"685,266.00"
T3D,333D Limited,Trading,0
TAH,Tabcorp Holdings Limited,Trading,"3,122,000,000.00"
TAM,Tanami Gold NL,Trading,0
TAO,Tao Commodities Ltd,Trading,0
TAP,Tap Oil Limited,Trading,0
TAR,Taruga Minerals Limited,Trading,0
TAS,Tasman Resources Limited,Trading,"8,223,113.00"
TBR,Tribune Resources Limited,Trading,0
TCF,360 Capital Enhanced Income Fund,Trading,--
TCL,Transurban Group,Trading,"25,940,000,000.00"
TCN,Techniche Limited,Trading,"7,434,679.00"
TCO,Transmetro Corporation Limited,Trading,"1,124,000.00"
TD1,TALI Digital Limited,Trading,"3,322,432.00"
TDI,360 Capital Digital Infrastructure Fund,Trading,--
TDL,TBG Diagnostics Limited,Suspended,0
TDO,3D Oil Limited,Trading,"74,068.00"
TDY,thedocyard Limited,Suspended,0
TECH,ETFS Morningstar Global Technology ETF,Trading,--
TEG,Triangle Energy (Global) Limited,Trading,0
TEK,Thorney Technologies Ltd,Trading,--
TEM,Tempest Minerals Limited,Trading,0
TER,TerraCom Limited,Trading,0
TFL,TasFoods Limited,Trading,"7,057,000.00"
TGA,Thorn Group Limited,Trading,0
TGF,Tribeca Global Natural Resources Limited,Trading,--
TGG,Templeton Global Growth Fund Limited,Trading,--
TGH,Terragen Holdings Limited,Trading,"132,290.00"
TGM,Theta Gold Mines Limited,Trading,0
TGN,Tungsten Mining NL,Trading,0
TGO,Trimantium Growthops Limited,Trading,"7,935,000.00"
TGP,360 Capital Group,Trading,--
TGR,Tassal Group Limited,Trading,"24,184,000.00"
THC,THC Global Group Limited ,Trading,0
THD,Thred Limited,Suspended,--
THR,Thor Mining Plc,Trading,0
TI1,Tombador Iron Limited,Trading,--
TIA,Tian An Australia Limited,Trading,--
TIE,Tietto Minerals Limited,Trading,0
TIG,Tigers Realm Coal Limited,Trading,0
TIN,TNT Mines Limited,Trading,0
TIP,Teaminvest Private Group Limited,Trading,--
TKF,TikForce Limited,Suspended,--
TKL,Traka Resources Limited,Trading,0
TKM,Trek Metals Limited,Trading,0
TLG,Talga Resources Ltd,Trading,0
TLM,Talisman Mining Limited,Trading,"47,000.00"
TLS,Telstra Corporation Limited,Trading,"6,327,000,000.00"
TLT,Tilt Renewables Limited,Trading,"546,000.00"
TLX,Telix Pharmaceuticals Limited,Trading,"37,724,000.00"
TMG,Trigg Mining Ltd,Trading,0
TMH,The Market Herald Limited,Trading,"21,124,823.00"
TMK,Tamaska Oil & Gas Ltd,Trading,0
TML,Timah Resources Limited,Trading,0
TMR,Tempus Resources Ltd,Trading,0
TMT,Technology Metals Australia Limited,Trading,0
TMX,Terrain Minerals Limited,Trading,0
TMZ,Thomson Resources Limited,Trading,0
TNE,Technology One Limited,Trading,"35,861,000.00"
TNG,TNG Limited,Trading,0
TNK,Think Childcare Limited,Trading,"339,000.00"
TNP,Triple Energy Limited,Trading,--
TNR,Torian Resources Limited,Trading,0
TNT,Tesserent Limited,Trading,"7,617,948.00"
TNY,Tinybeans Group Ltd,Trading,"4,131,260.00"
TOE,Toro Energy Limited,Trading,0
TOM,Tomizone Limited,Suspended,"905,088.00"
TON,Triton Minerals Ltd,Trading,0
TOP,Thorney Opportunities Ltd,Trading,--
TOT,360 Capital REIT,Trading,--
TOU,Tlou Energy Limited,Trading,0
TPC,TPC Consolidated Limited,Trading,0
TPD,Talon Petroleum Limited,Trading,0
TPG,TPG Telecom Limited,Trading,"2,297,500,000.00"
TPO,Tian Poh Resources Limited,Trading,0
TPP,Tempo Australia Ltd,Trading,0
TPS,Threat Protect Australia Limited,Trading,"24,549,000.00"
TPW,Temple & Webster Group Ltd,Trading,"3,327,000.00"
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,Trading,"72,440,284.00"
TRL,Tanga Resources Limited,Trading,0
TRM,Truscott Mining Corporation Limited,Trading,0
TRS,The Reject Shop Limited,Trading,0
TRT,Todd River Resources Limited,Trading,0
TRY,Troy Resources Limited,Trading,0
TSC,Twenty Seven Co. Limited,Trading,0
TSL,Titanium Sands Limited,Trading,0
TSO,Tesoro Resources Limited,Trading,0
TTA,TTA Holdings Limited,Trading,0
TTB,Total Brain Limited,Trading,"15,000,044.00"
TTI,Traffic Technologies Ltd,Trading,"9,177,000.00"
TTL,Transcendence Technologies Limited,Suspended,--
TTM,Titan Minerals Limited,Trading,"78,754.00"
TTT,Titomic Limited,Trading,"2,397,582.00"
TUA,Tuas Limited,Trading,"147,200,742.00"
TV2,TV2U International Limited,Suspended,0
TWD,Tamawood Limited,Trading,0
TWE,Treasury Wine Estates Limited,Trading,"1,048,300,000.00"
TWR,Tower Limited,Trading,--
TYM,Tymlez Group Limited,Trading,--
TYR,Tyro Payments Limited,Trading,"5,367,000.00"
TYX,Tyranna Resources Limited,Trading,0
TZL,TZ Limited,Trading,"1,845,580.00"
TZN,Terramin Australia Limited,Trading,0
UBI,"Universal Biosensors, Inc.",Trading,"15,928,177.00"
UBN,Urbanise.Com Limited,Trading,"5,554,567.00"
UCM,USCOM Ltd,Trading,"498,122.00"
UCW,UCW Limited,Trading,"1,955,311.00"
UMAX,BetaShares S&P 500 Yield Maximiser Fund,Trading,--
UMG,United Malt Group Limited,Trading,"353,700,000.00"
UNL,United Networks Limited,Trading,"825,511.00"
UOS,United Overseas Australia Limited,Trading,--
URF,US Masters Residential Property Fund,Trading,--
URW,Unibail-Rodamco-Westfield,Trading,--
USD,Betashares U.S. Dollar ETF,Trading,--
UUL,Ultima United Limited,Trading,--
UUV,UUV Aquabotix Ltd,Trading,0
UWL,Uniti Group Limited,Trading,"30,016,000.00"
VACF,Vanguard Australian Corporate Fixed Interest Index ETF,Trading,--
VAE,Vanguard FTSE Asia Ex Japan Shares Index ETF,Trading,--
VAF,Vanguard Australian Fixed Interest Index ETF,Trading,--
VAH,Virgin Australia Holdings Limited,Suspended,"343,100,000.00"
VAL,Valor Resources Limited,Trading,0
VAN,Vango Mining Limited,Trading,0
VAP,Vanguard Australian Property Securities Index ETF,Trading,--
VAR,Variscan Mines Limited,Trading,0
VAS,Vanguard Australian Shares Index,Trading,--
VBLD,Vanguard Global Infrastructure Index ETF,Trading,--
VBND,Vanguard Global Aggregate Bond Index (Hedged) ETF,Trading,--
VBS,Vectus Biosystems Limited,Trading,0
VCF,Vanguard International Credit Securities Index (Hedged) ETF,Trading,--
VCX,Vicinity Centres,Trading,--
VDBA,Vanguard Diversified Balanced Index ETF,Trading,--
VDCO,Vanguard Diversified Conservative Index ETF,Trading,--
VDGR,Vanguard Diversified Growth Index ETF,Trading,--
VDHG,Vanguard Diversified High Growth Index ETF,Trading,--
VEA,Viva Energy Group Limited,Trading,"336,400,000.00"
VEC,Vector Resources Limited,Suspended,0
VEE,Veem Ltd,Trading,"13,326,680.00"
VEFI,Vanguard Ethically Conscious Global Aggregate Bond Index (Hedged) ETF,Trading,--
VEN,Vintage Energy Ltd,Trading,0
VEQ,Vanguard FTSE Europe Shares ETF,Trading,--
VESG,Vanguard Ethically Conscious International Shares Index ETF,Trading,--
VETH,Vanguard Ethically Conscious Australian Shares ETF,Trading,--
VEU,Vanguard All-World ex-US Shares Index ETF,Trading,--
VG1,VGI Partners Global Investments Limited,Trading,--
VG8,VGI Partners Asian Investments Limited,Trading,--
VGAD,Vanguard MSCI Index International Shares (Hedged) ETF,Trading,--
VGB,Vanguard Australian Government Bond Index ETF,Trading,--
VGE,Vanguard FTSE Emerging Markets Shares ETF,Trading,--
VGI,VGI Partners Limited,Trading,--
VGL,Vista Group International Limited,Trading,"26,315,789.00"
VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund),Trading,--
VGS,Vanguard MSCI Index International Shares ETF,Trading,--
VHT,Volpara Health Technologies Limited,Trading,"17,560,690.00"
VHY,Vanguard Australian Shares High Yield ETF,Trading,--
VIA,ViaGold Rare Earth Resources Holdings Limited,Trading,0
VIC,Victory Mines Limited,Trading,0
VIF,Vanguard International Fixed Interest Index (Hedged) ETF,Trading,--
VIG,Victor Group Holdings Limited ,Trading,"3,335,039.00"
VII,Vietnam Industrial Investments Limited,Suspended,"3,000.00"
VIP,VIP Gloves Limited,Trading,0
VISM,Vanguard MSCI International Small Companies Index ETF,Trading,--
VKA,Viking Mines Limited,Trading,0
VLC,Vanguard MSCI Australian Large Companies Index ETF,Trading,--
VLS,Vita Life Sciences Limited,Trading,"12,000.00"
VMC,Venus Metals Corporation Limited,Trading,0
VMG,VDM Group Limited,Trading,0
VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),Trading,--
VML,Vital Metals Limited,Trading,0
VMS,Venture Minerals Limited,Trading,0
VMT,Vmoto Limited,Trading,"297,766.00"
VMX,Valmec Limited ,Trading,"151,000.00"
VMY,Vimy Resources Limited,Trading,0
VN8,Vonex Limited.,Trading,"3,585,039.00"
VOC,Vocus Group Limited,Trading,"512,546,000.00"
VOL,Victory Offices Limited,Trading,--
VOR,Vortiv Limited,Trading,0
VP7,Velocity Property Group Limited,Suspended,--
VPC,VPCL Ltd,Suspended,--
VPR,Volt Power Group Limited,Trading,"269,470.00"
VR1,Vection Technologies Ltd,Trading,"9,893,308.00"
VR8,Vanadium Resources Limited,Trading,0
VRC,Volt Resources Limited,Trading,0
VRL,Village Roadshow Limited,Trading,"55,036,000.00"
VRS,Veris Limited,Trading,0
VRT,Virtus Health Limited,Trading,"8,903,000.00"
VRX,VRX Silica Limited,Trading,0
VSO,Vanguard MSCI Australian Small Companies Index ETF,Trading,--
VTG,Vita Group Limited,Trading,"696,000.00"
VTH,Vitalharvest Freehold Trust,Trading,--
VTI,Visioneering Technologies Inc,Trading,"218,384.00"
VTS,Vanguard US Total Market Shares Index ETF,Trading,--
VUK,Virgin Money UK PLC,Trading,--
VUL,Vulcan Energy Resources Limited,Trading,"13,353.00"
VVA,Viva Leisure Limited,Trading,"785,090.00"
VVLU,Vanguard Global Value Equity Active ETF (Managed Fund),Trading,--
VXR,Venturex Resources Limited,Trading,0
VYS,Vysarn Limited,Trading,0
WAA,WAM Active Limited,Trading,--
WAF,West African Resources Limited,Trading,0
WAM,WAM Capital Limited,Trading,--
WAT,Waterco Limited,Trading,"13,000.00"
WAX,WAM Research Limited,Trading,--
WBC,Westpac Banking Corporation,Trading,--
WBE,Whitebark Energy Ltd,Trading,0
WBT,Weebit Nano Ltd,Trading,0
WC8,Wildcat Resources Limited,Trading,0
WCG,Webcentral Group Limited,Trading,"6,881,000.00"
WCMQ,WCM Quality Global Growth Fund (Managed Fund),Trading,--
WCN,White Cliff Minerals Limited,Trading,0
WDIV,SPDR S&P Global Dividend Fund,Trading,--
WDMF,iShares Edge MSCI World Multifactor ETF,Trading,--
WEB,Webjet Limited,Trading,"316,700,000.00"
WEC,White Energy Company Limited,Trading,"7,209,000.00"
WEL,Winchester Energy Limited,Trading,0
WEMG,SPDR S&P Emerging Markets Fund,Trading,--
WES,Wesfarmers Limited,Trading,"1,661,000,000.00"
WFL,Wellfully Limited,Trading,0
WGB,WAM Global Limited,Trading,--
WGN,Wagners Holding Company Limited,Trading,"2,521,000.00"
WGO,Warrego Energy Limited,Trading,0
WGX,Westgold Resources Limited,Trading,0
WHA,Wattle Health Australia Limited,Suspended,"487,000.00"
WHC,Whitehaven Coal Limited,Trading,"22,946,000.00"
WHF,Whitefield Limited,Trading,--
WHK,WhiteHawk Limited,Trading,"1,091,584.00"
WIC,Westoz Investment Company Limited,Trading,--
WJA,Wameja Limited,Trading,0
WKT,Walkabout Resources Ltd,Trading,0
WLD,Wellard Limited,Trading,"2,462,000.00"
WLE,WAM Leaders Limited,Trading,--
WMA,WAM Alternative Assets Limited,Trading,--
WMI,WAM Microcap Limited,Trading,--
WML,Woomera Mining Limited,Trading,0
WMX,Wiluna Mining Corporation Limited,Trading,0
WNB,Wellness and Beauty Solutions Limited ,Trading,"1,575,000.00"
WNR,Wingara Ag Ltd,Trading,"1,784,364.00"
WOA,Wide Open Agriculture Ltd,Trading,0
WOR,Worley Limited,Trading,"980,000,000.00"
WOW,Woolworths Group Limited,Trading,"3,521,000,000.00"
WPL,Woodside Petroleum Limited,Trading,0
WPP,WPP AUNZ Ltd,Trading,"89,577,000.00"
WPR,Waypoint REIT Limited,Trading,--
WQG,WCM Global Growth Limited,Trading,--
WRLD,Betashares Managed Risk Global Share Fund (Managed Fund),Trading,--
WRM,White Rock Minerals Ltd,Trading,0
WSA,Western Areas Limited,Trading,"506,000.00"
WSI,WestStar Industrial Limited,Trading,0
WSP,Whispir Limited,Trading,"7,930,000.00"
WTC,Wisetech Global Limited,Trading,"232,100,000.00"
WTL,WT Financial Group Limited,Trading,"705,255.00"
WVOL,iShares Edge MSCI World Minimum Volatility ETF,Trading,--
WWG,Wiseway Group Limited,Trading,0
WWI,West Wits Mining Limited,Trading,0
WXHG,SPDR S&P World Ex Australia (Hedged) Fund,Trading,--
WXOZ,SPDR S&P World Ex Australian Fund,Trading,--
WZR,Wisr Limited,Trading,"471,760.00"
XAM,Xanadu Mines Limited,Trading,0
XARO,Activex Ardea Real Outcome Bond Fund (Managed Fund),Trading,--
XF1,Xref Limited,Trading,"491,088.00"
XPE,Xped Limited,Trading,0
XPL,Xplore Wealth Limited,Trading,"4,608,518.00"
XRF,XRF Scientific Limited,Trading,"1,266,657.00"
XRO,Xero Limited,Trading,"256,871,404.00"
XST,Xstate Resources Limited,Trading,0
XTC,Xantippe Resources Limited,Trading,0
XTD,XTD Limited,Trading,"124,465.00"
XTE,XTEK Ltd,Trading,"300,012.00"
YAL,Yancoal Australia Limited,Trading,"37,000,000.00"
YANK,Betashares Strong U.S. Dollar Fund (Hedge Fund),Trading,--
YBR,Yellow Brick Road Holdings Limited,Trading,"418,000.00"
YMAX,Betashares Aus Top20 Equity Yield Max Fund,Trading,--
YOJ,Yojee Limited,Trading,"5,263,064.00"
YOW,Yowie Group Ltd,Trading,"295,770.00"
YPB,YPB Group Ltd,Trading,"6,500,000.00"
YRL,Yandal Resources Limited,Trading,0
YTM,Theta Asset Management Limited (ACBC),Trading,--
Z1P,Zip Co Limited,Trading,"25,093,000.00"
ZBT,Zebit Inc,Trading,"1,228,325.00"
ZEL,Z Energy Limited,Trading,"612,264,794.00"
ZER,Zeta Resources Limited,Trading,0
ZEU,Zeus Resources Limited,Trading,0
ZGL,Zicom Group Limited,Trading,"7,431,077.00"
ZIM,Zimplats Holdings Limited,Trading,0
ZLD,Zelira Therapeutics Limited,Trading,"1,278,520.00"
ZMI,Zinc of Ireland NL,Trading,0
ZNC,Zenith Minerals Limited,Trading,0
ZNO,Zoono Group Limited,Trading,"34,780.00"
ZOZI,ETFS S&P/ASX 100 ETF,Trading,--
ZUSD,ETFS Physical US Dollar ETF,Trading,--
ZYAU,ETFS S&P/ASX 300 High Yield Plus ETF,Trading,--
ZYUS,ETFS S&P 500 High Yield Low Volatility ETF,Trading,--
ACN,Acer Energy Limited,Delisted,0.00
ADE,Adelaide Energy Limited,Delisted,0.00
ADI2,Adelphi Energy Limited,Delisted,0.00
AED,AED Oil Limited,Delisted,--
AEK,Anatolia Energy Limited,Delisted,0.00
AEL,Antaeus Energy Limited,Delisted,--
AFQ,African Petroleum Corporation Limited,Delisted,0.00
AOE,Arrow Energy Limited,Delisted,"48,937,000.00"
AOG1,Australian Oil And Gas Corporation Ltd,Delisted,0.00
AOK,Austex Oil Limited,Delisted,0.00
AOW,American Patriot Oil & Gas Limited ,Delisted,0.00
AQJ,Aus Asia Minerals Limited,Delisted,--
AQO,Ambassador Oil and Gas Limited,Delisted,0.00
ARQ1,Arc Energy Limited,Delisted,0.00
AUT2,Aurora Oil & Gas Limited,Delisted,0.00
AWE,AWE Limited,Delisted,"96,000.00"
AZA,Anzon Australia Limited,Delisted,"18,859,000.00"
AZO,Apollo Gas Limited,Delisted,0.00
AZT2,Aston Resources Limited,Delisted,"2,907,696.00"
BCC2,Buccaneer Energy Limited,Delisted,0.00
BGG,Blackgold International Holdings Limited,Delisted,"1,390,000.00"
BLR,Black Range Minerals Limited,Delisted,0.00
BLV,Blossomvale Holdings Ltd,Delisted,0.00
BND,Bandanna Energy Limited,Delisted,"2,362,626.00"
BNT,Bounty Mining Ltd,Delisted,0.00
