ASX Code,Company Name,Status,NCA Intangibles(ExGW)
SLA,Solagran Limited,Delisted,0.00
SRX,Sirtex Medical Limited,Delisted,"8,258,000.00"
STC2,Asset Realisation Company Plc,Delisted,0.00
STI,Stirling Products Limited,Delisted,--
SYB,Symbion Health Limited,Delisted,"416,265,000.00"
TEO,Telesso Technologies Limited,Delisted,--
TLZ,Telezon Limited,Delisted,"613,041.00"
TTC,Traditional Therapies Clinics Limited,Delisted,"133,000.00"
UNS,Unilife Corporation,Delisted,0.00
VCR,Ventracor Limited,Delisted,0.00
VEI,Vision Eye Institute Limited,Delisted,0.00
VLA,Viralytics Limited,Delisted,"1,253,152.00"
VLS1,Vita Life Sciences Limited,Delisted,"22,337.00"
VSG,Visiomed Group Limited,Delisted,0.00
VSL,Vision Systems Limited,Delisted,"38,387,000.00"
VTI1,Virotec International Limited,Delisted,0.00
ZNT,Zenitas Healthcare Limited,Delisted,"1,225,018.00"
ZTL,Zenyth Therapeutics Limited,Delisted,0.00
AAB,Absolute Return Fund (The),Delisted,--
ABA1,Advance Bank Australia Limited ,Delisted,--
ADB,Adelaide Bank Limited,Delisted,--
ADP,AMP Diversified Property Trust,Delisted,--
ADT1,Advent Limited,Delisted,--
ADV1,Australian Development Capital Fund,Delisted,0.00
AEH,Aveo Healthcare Limited,Delisted,--
AEZ,APN European Retail Property Group,Delisted,--
AFG1,Allco Finance Group Limited,Delisted,"29,305,000.00"
AFU,Australian Emerging Growth Fund (The),Delisted,--
AGF,AMP Capital China Growth Fund,Delisted,--
AGH1,Australian Growth Properties Limited,Delisted,--
AHC,AHC Limited,Delisted,--
AHF1,Australian Healthcare Investment Fund,Delisted,--
AHI,Allco HIT Limited,Delisted,--
AHO,Australian Hotel Fund,Delisted,--
AHU,Allco Hybrid Investment Trust,Delisted,--
AIP,AMP Industrial Trust,Delisted,--
AKF,Ask Funding Limited,Delisted,--
AKR,Astra Capital Limited,Delisted,0.00
AKS,Australian Masters Corporate Bond Fund No1 Limited,Delisted,--
AKT,Australian Masters Corporate Bond Fund No2 Limited,Delisted,--
AKU,Australian Masters Corporate Bond Fund No3 Limited,Delisted,--
AKW,Arturus Capital Limited,Delisted,--
AKX,Australian Masters Corporate Bond Fund No4 Limited,Delisted,--
AKY,Australian Masters Corporate Bond Fund No5 Limited,Delisted,--
ALZ,Australand Property Group,Delisted,--
ANI,Australian Industrial REIT,Delisted,--
APR,API Fund,Delisted,--
AQE,Aequs Capital Limited,Delisted,0.00
AQF,Australian Governance Masters Index Fund Limited,Delisted,--
ARJ,The Ark Fund Limited,Delisted,--
ART,AMP Shopping Centre Trust,Delisted,--
ASR,Australian Rural Group Limited,Delisted,0.00
AUF,Asian Masters Fund Limited,Delisted,--
AUW,Australian Wealth Management Limited,Delisted,"194,300,000.00"
AXA,AXA Asia Pacific Holdings Limited,Delisted,--
AXL,A.C.N. 603 323 182 Pty Limited,Delisted,"2,954,991.00"
AYD,Australian Masters Yield Fund No 1 Limited,Delisted,--
AYH,Australian Masters Yield Fund No 2 Limited,Delisted,--
AYJ,Australian Masters Yield Fund No 3 Limited,Delisted,--
AYK,Australian Masters Yield Fund No 4 Limited,Delisted,--
AYT,Adelaide Managed Funds Asset Backed Yield Trust,Delisted,--
AYZ,Australian Masters Yield Fund No 5 Limited,Delisted,--
AZD,Amazing Loans Limited,Delisted,--
AZG1,Allianz Global Investors European Property Trust,Delisted,--
BAO,Brookfield Australian Opportunities Fund,Delisted,--
BEC,Becton Property Group,Delisted,--
BIV,Blue Capital Limited,Delisted,--
BLA,Blue Sky Alternative Investments Limited,Delisted,"4,239,000.00"
BMR,Balmoral Corporation Limited,Delisted,--
BNB,Babcock & Brown Limited,Delisted,--
BQF,Bakehouse Quarter Fund,Delisted,--
BRY,BIL International Limited,Delisted,--
BSN,Bisan Limited,Delisted,--
BWA,Bank of Western Australia Limited,Delisted,--
CA8,CoAssets Limited,Delisted,"190,699.00"
CBC,CBG Capital Limited,Delisted,--
CBL,CBL Corporation Limited,Delisted,--
CCQ,Contango Capital Partners Limited,Delisted,--
CDF,Commonwealth Diversified Share Fund,Delisted,--
CDI,Challenger Diversified Property Group,Delisted,--
CDL,Canada Land Limited,Delisted,--
CEP,Centro Properties Group,Delisted,--
CEQ,Central Equity Limited,Delisted,--
CFG,Challenger Financial Services Group,Delisted,0.00
CFI,Colonial First Private Capital Limited,Delisted,--
CFT,Colonial First State Property Trust Group,Delisted,--
CHF,Charter Pacific Corporation Limited,Delisted,--
CHG,Chieron Holdings Limited,Delisted,--
CHO,Choiseul Investments Limited,Delisted,--
CHP,Chapmans Limited,Delisted,--
CHV,CMG CH China Investments Limited,Delisted,--
CIP1,Colonial First State Industrial Property Trust,Delisted,--
CIX,Calliden Group Limited,Delisted,--
CIY,City Pacific Limited,Delisted,--
CJT,CVC Property Fund,Delisted,--
CKP,Cheviot Kirribilly Vineyard Property Limited,Delisted,--
CKT,Challenger Kenedix Japanese Trust,Delisted,--
CMF1,Colonial First State Retail Property Trust,Delisted,--
CNB1,CIC Australia Limited,Delisted,--
CNE,Canning Energy Limited,Delisted,--
CNP,CNPR Group,Delisted,--
CNR,Coonawarra Australia Property Trust,Delisted,--
COC,Colonial First State Commercial Property Trust,Delisted,--
COU,Count Financial Limited,Delisted,"55,000.00"
CPA,Commonwealth Property Office Fund,Delisted,--
CPK,CP1 Limited,Delisted,--
CQO,Charter Hall Office REIT,Delisted,--
CRD,Credible Labs Inc,Delisted,"9,534,271.00"
CRX1,China Region Investments Limited,Delisted,0.00
CSF,Centro Shopping America Trust,Delisted,--
CSJ,Credit Suisse GP100 - Australia Trust,Delisted,--
CSU,Credit Suisse PL100 Emerging Markets Infrastructure Development Trust,Delisted,--
CSW,Credit Suisse PL100 World Water Trust,Delisted,--
CVO,Cover-More Group Limited,Delisted,"42,199,000.00"
CWT,Challenger Wine Trust,Delisted,--
CYA,Century Australia Investments Limited,Delisted,--
DKN,DKN Financial Group Limited,Delisted,--
DVA,Diversa Limited,Delisted,"4,111,389.00"
DXF,Ding Sheng Xin Finance Co. Limited,Delisted,--
ECO,Echoice Limited,Delisted,"20,049,000.00"
EDT,EDT Retail Trust,Delisted,--
EFC,eFinancial Capital Limited,Delisted,--
EFG,Everest Financial Group Limited,Delisted,0.00
EGF1,Ellerston Gems Fund,Delisted,--
EGI,Ellerston Global Investments Limited,Delisted,--
EIG,European Investors Global Property Trust,Delisted,--
ELI,Emerging Leaders Investment Limited,Delisted,--
EPF,Esplanade Property Fund,Delisted,--
ERC,eircom Holdings Limited,Delisted,--
ETR,Etrade Australia Limited,Delisted,"1,495,084.00"
FGF,First Growth Funds Limited,Delisted,--
FIG,Freedom Insurance Group Ltd,Delisted,--
FOR1,Forestech Limited,Delisted,--
FST,Folkestone Social Infrastructure Fund,Delisted,--
GBA,Grandbridge Limited,Delisted,0.00
GCA,GEC Asian Value Fund,Delisted,--
GCE,GEC Eurogrowth Fund,Delisted,--
GCH,GEC Australian Healthcare Fund,Delisted,--
GCM,Garda Capital Group,Delisted,--
GGU,GEC Global Fund,Delisted,--
GHG,Grand Hotel Group,Delisted,--
GMI,Global Mining Investments Limited,Delisted,--
GSTIN,GPT Split Trust,Delisted,--
HIC,Huntley Investment Company Limited,Delisted,--
HME,Home Building Society Limited,Delisted,--
HML,Henry Morgan Limited,Delisted,--
HTS,Harts Australasia Limited,Delisted,"18,159,000.00"
IIF,ING Industrial Fund,Delisted,--
IPA,Indigo Properties Australia Limited,Delisted,--
IPE,IPE Limited,Delisted,--
IPG,Investa Property Group,Delisted,--
IPH1,Ipoh Limited,Delisted,--
IVS,IVS Holdings Ltd,Delisted,--
IWI,International Wine Investment Fund (The),Delisted,--
IWL,IWL Limited,Delisted,"9,546,000.00"
IYS,IYS Instalment Receipt Limited,Delisted,0.00
JDV,JDV Limited,Delisted,"1,444,000.00"
JFG,James Fielding Group,Delisted,--
KBS,Kimberley Securities Limited,Delisted,--
KIT,Kiwi Income Property Trust,Delisted,--
LCA,Litigation Capital Management Limited,Delisted,"2,865,675.00"
LCA1,Lion Capital Limited ,Delisted,--
LLA,Living and Leisure Australia Group,Delisted,--
LLP,Lend Lease Primelife Group,Delisted,--
LRF,LinQ Resources Fund,Delisted,--
LSL,Luminus Systems Limited,Delisted,0.00
LVL,LV Living Limited,Delisted,--
MCH,Murchison Holdings Limited,Delisted,0.00
MCK,MacarthurCook Limited,Delisted,"4,229,000.00"
MCQ,Macquarie Capital Alliance Group,Delisted,--
MGI,Macquarie Goodman Industrial Trust,Delisted,--
MGM,Macquarie Goodman Management Ltd,Delisted,--
MGP2,MEM Group Limited,Delisted,--
MIF,Macarthurcook Industrial Property Fund,Delisted,--
MIX,Mirvac Industrial Trust,Delisted,--
MME1,MTM Entertainment Trust,Delisted,--
MOE1,Moto Goldmines Limited,Delisted,0.00
MPB,Mackay Permanent Building Society Limited,Delisted,--
MPG,Macquarie Private Capital Group,Delisted,--
MPR1,Macquarie Prologis Trust,Delisted,--
MRI,MRI Holdings Limited,Delisted,--
MRT,Mariner Retirement Solutions Limited,Delisted,0.00
MRZ1,Mirvac Real Estate Investment Trust,Delisted,--
MSA,MacathurCook Asian Real Estate Securities Fund,Delisted,--
MSX,Mineral Securities Limited,Delisted,0.00
MTD,Metroland Australia Limited,Delisted,--
MUE,Multiplex European Property Fund,Delisted,--
MVT,Mercantile Investment Company Ltd,Delisted,--
MWG,Macquarie Winton Global Opportunities Trust,Delisted,--
MXG,Multiplex Group,Delisted,--
MXQ,Max Trust,Delisted,--
MXX,Mineral Securities Limited,Delisted,0.00
NOC,Northern Crest Investments Limited,Delisted,0.00
NPH,New Privateer Holdings Limited,Delisted,--
NVN,Novion Property Group,Delisted,--
OAK,Oaks Hotels & Resorts Limited,Delisted,--
OCP,Oceania Capital Partners Limited,Delisted,--
OMP,OAMPS Limited,Delisted,--
ONX1,Onyx Property Group,Delisted,--
PAO,Principal America Office Trust,Delisted,--
PBS,Pioneer Permanent Building Society Limited,Delisted,--
PCG1,PCH Group Limited,Delisted,0.00
PEP,Pepper Group Limited,Delisted,--
PEP1,Peplin Limited,Delisted,0.00
PET1,Peters MacGregor Investments Limited,Delisted,--
PLB,Plan B Group Holdings Limited,Delisted,--
PLC,PLC Financial Solutions Limited,Delisted,0.00
PMN,Promina Group Limited,Delisted,--
PMT,Permanent Trustee Company Ltd,Delisted,"2,385,000.00"
POF,Principal Office Fund,Delisted,--
PPI,Pelorus Property Group Limited,Delisted,--
PRV,Premium Investors Limited,Delisted,--
PSI1,Pacific Strategic Investments Limited,Delisted,--
PTN,Prime Retirement and Aged Care Property Trust,Delisted,--
PWL,Powerwrap Limited,Delisted,"4,456,000.00"
PXUPA,PaperlinX SPS Trust,Delisted,--
QST,Quest Investments Limited,Delisted,0.00
RAF,Raffles Capital Limited,Delisted,--
RAT,Rubicon America Trust,Delisted,--
RBV,Rabinov Property Trust,Delisted,--
REU,Rubicon Europe Trust Group,Delisted,--
RHG,RHG Limited,Delisted,--
RJT,Rubicon Japanese Trust,Delisted,--
RLG1,RCL Group,Delisted,--
RNC,Real Estate Corp Limited,Delisted,--
ROK,The Rock Building Society Limited,Delisted,--
RRT,Record Realty,Delisted,--
SAP,Sabina Corporation Limited,Delisted,--
SCB,Scarborough Equities Limited,Delisted,--
SCF,Southern Cross FLIERS Trust,Delisted,0.00
SCO,Scottish Pacific Group Limited,Delisted,"3,975,000.00"
SEM,Select Managed Funds Limited,Delisted,"709,000.00"
SFD,Sanford Limited,Delisted,"255,000.00"
SFE,SFE Corporation Limited,Delisted,"21,397,000.00"
SFW,SFG Australia Limited,Delisted,--
SGB,St. George Bank Limited,Delisted,--
SGI2,Signature Capital Investments Limited,Delisted,--
SGO1,SME Growth Limited,Delisted,--
SOE,Souls Private Equity Limited,Delisted,--
SPD,Strategic Pooled Development Limited,Delisted,--
SPR,S8 Property Trust,Delisted,--
SWD,Sea World Property Trust,Delisted,--
SYL,Sylvastate Limited,Delisted,--
TAL,Tower Australia Group Limited,Delisted,--
TER2,Terrain Australia Limited,Delisted,"22,620,963.00"
TFS,Tranzact Financial Services Limited,Delisted,"8,808,000.00"
THG,Thakral Holdings Limited,Delisted,--
TIF1,Technology Investment Fund,Delisted,--
TLT1,Tourism & Leisure Trust,Delisted,--
TPF,Timbercorp Primary Infrastructure Fund,Delisted,--
TPX,Tasmanian Perpetual Trustees Limited,Delisted,--
TRU,The Trust Company Limited,Delisted,"9,996,000.00"
TSM,ThinkSmart Limited,Delisted,"12,987,000.00"
TSO1,Tishman Speyer Office Fund,Delisted,--
TTH,Tooth & Company Limited,Delisted,--
URB,URB Investments Limited,Delisted,--
USR,US Residential Fund,Delisted,--
VEL,Vealls Limited,Delisted,0.00
VES,Vesture Limited,Delisted,--
VOF,Valad Opportunity Fund No 11,Delisted,--
VPG,Valad Property Group,Delisted,--
VWD,Villa World Ltd,Delisted,--
WDE,Wealth Defender Equities Limited,Delisted,--
WFA,Westfield America Trust,Delisted,--
WFT,Westfield Trust,Delisted,--
WGF,Watermark Global Leaders Fund Limited,Delisted,--
WKC,Walker Corporation Limited,Delisted,--
WMK,Watermark Market Neutral Fund Limited,Delisted,--
WOT,Westpac Office Trust,Delisted,--
WOTCA,Westpac Office Trust CA,Delisted,--
WSF,Westfield Holdings Limited,Delisted,--
ZHE,Zheng He Global Capital Limited,Delisted,0.00
1PG,1-Page Limited,Delisted,0.00
AAS,Asian Pacific Limited,Delisted,"15,563.00"
ACX,Aconex Limited,Delisted,"40,233,000.00"
AFT,AFT Corporation Limited,Delisted,0.00
AFY,Afterpay Holdings Limited,Delisted,"10,833,333.00"
ALW,Alphawest Limited,Delisted,0.00
ASU,Alpha Technologies Corporation Limited,Delisted,0.00
ASZ,ASG Group Limited,Delisted,"24,128,000.00"
AZT,Azure Health Technology Limited,Delisted,--
AZU,Azurn International Limited,Delisted,"13,543,000.00"
BHG,Beauty Health Group Limited,Delisted,--
BIG,Big Un Limited,Delisted,"580,368.00"
BMB,Balamara Resources Limited,Delisted,0.00
BPF,Bulletproof Group Limited ,Delisted,"1,780,000.00"
BTK,Botai Technology Limited,Delisted,0.00
BVA,Bravura Solutions Limited,Delisted,"59,538,000.00"
BXP,Bill Express Limited,Delisted,"666,000.00"
CAG1,Cape Range Limited,Delisted,--
CAT1,Catuity Inc.,Delisted,"1,937,189.00"
CBK,CB Australia Limited,Delisted,--
CCK,CCK Financial Solutions Limited,Delisted,"3,985,256.00"
CDR,Commander Communications Limited,Delisted,"90,736,000.00"
CLA1,Clarity International Limited,Delisted,"308,903.00"
CPS,Computronics Holdings Limited,Delisted,0.00
CSV,CSG Limited,Delisted,"36,398,000.00"
CSX1,Citadel Securix Limited,Delisted,"13,195.00"
CTI,Chariot Limited,Delisted,"14,334,000.00"
CTL1,Citect Corporation Limited,Delisted,--
CUS,Customers Limited,Delisted,"18,635,000.00"
CYO,Clarity Oss Limited,Delisted,--
DBS,Dark Blue Sea Limited,Delisted,"2,060,983.00"
DN8,Dreamscape Networks Limited,Delisted,"24,289,000.00"
DSQ,DSQ Holdings Limited,Delisted,--
DSX,Decimal Software Limited,Delisted,507.00
ECI,EC-Asia International Limited,Delisted,"4,160,168.00"
EPY,E-pay Asia Limited,Delisted,"44,731.00"
FAC,Facilitate Digital Holdings Limited,Delisted,0.00
GBT,GBST Holdings Limited,Delisted,"25,565,000.00"
GEE1,GES International Limited,Delisted,"11,138,000.00"
GEG,Grays eCommerce Group Limited,Delisted,"1,239,000.00"
GSL,Greatcell Solar Limited,Delisted,"686,769.00"
GUI,Guilford Investments Limited,Delisted,"45,358.00"
HMO,HearMe Out Limited,Delisted,--
HPX,HPAL Limited,Delisted,"31,058,000.00"
HWG,Hostworks Group Limited,Delisted,"1,379,172.00"
IDE,IDEAS International Limited,Delisted,0.00
IGG,Ingena Group Limited,Delisted,"16,015,000.00"
INO,Innovonics Limited,Delisted,"237,183.00"
IPP,iProperty Group Limited,Delisted,"1,678,133.00"
ISS,ISS Group Limited,Delisted,0.00
ITL,Integrated Media Technology Limited,Delisted,"8,990,939.00"
ITN,Intercard Wireless Limited,Delisted,0.00
ITP,IT Capital Limited,Delisted,0.00
ITX,itX Group Limited,Delisted,"833,000.00"
IUL,Imagine Un Limited,Delisted,0.00
IXL,IXLA Limited,Delisted,0.00
KAZ,KAZ Group Limited,Delisted,"16,064,000.00"
KLM,KLM Group Ltd,Delisted,"601,000.00"
KYC,Keycorp Limited,Delisted,"129,000.00"
LAK,Lake Technology Limited,Delisted,"453,590.00"
LIB,LibertyOne Limited,Delisted,"10,513,000.00"
LMC,Lemarne Corporation Limited,Delisted,0.00
LMS,Luminus Systems Limited,Delisted,0.00
LOK,LookSmart Limited,Delisted,"4,251,232.00"
LRX,Longreach Group Limited,Delisted,"2,391,000.00"
MMZ,Mooter Media Limited,Delisted,--
MNW,Mint Payments Limited,Delisted,"87,182.00"
MSP,Maxsec Group Limited,Delisted,"1,724,000.00"
MVU,Matrix View,Delisted,0.00
MWC,Media World Communications Limited,Delisted,"14,961,000.00"
MYO,MYOB Group Limited,Delisted,"325,333,000.00"
MYO1,MYOB Limited,Delisted,"1,239,200,000.00"
NOP,New Opportunity Limited,Delisted,0.00
NTC,NetComm Wireless Limited,Delisted,"29,790,000.00"
NTG,National Telecoms Limited,Delisted,0.00
OKN,Oakton Limited,Delisted,"80,019,000.00"
OLV,Otherlevels Holdings Limited,Delisted,"3,930,573.00"
OMN,OneMarket Limited,Delisted,0.00
OTH,Onthehouse Holdings Limited,Delisted,"11,397,000.00"
OTT,Open Telecommunications Limited,Delisted,0.00
PPH1,Pan Pharmaceuticals Limited,Delisted,"53,191,000.00"
QIL,Quoin (Int) Limited,Delisted,"1,486,859.00"
QML,QMASTOR Limited,Delisted,"12,664,100.00"
QMT,QM Technologies Limited,Delisted,"695,000.00"
RCA,Raw Capital Partners Limited,Delisted,0.00
RCL1,Repco Corporation Limited,Delisted,"2,000,000.00"
RFL,Rubik Financial Limited,Delisted,"33,555,000.00"
RIL,Riddock International Limited,Delisted,--
RNL,Rision Limited,Delisted,--
RPD,RP Data Limited,Delisted,"3,965,000.00"
RPX,RP Data Ltd,Delisted,"42,014,000.00"
RTN,Rattoon Holdings Limited,Delisted,0.00
RTS,Retail Technology & Services Limited,Delisted,"2,786,000.00"
RZR,Razor Risk Technologies Limited,Delisted,"615,756.00"
SCD,Scantech Limited,Delisted,"832,323.00"
SCG1,Smart Communications Group Limited,Delisted,"810,000.00"
SFI,Spookfish Limited,Delisted,"6,496,840.00"
SLC1,SoftLaw Corporation Limited,Delisted,"1,489,166.00"
SMX1,SMS Management and Technology Limited,Delisted,"479,000.00"
SNN,Sonnet Corporation Limited,Delisted,"5,722,281.00"
SNR,Synergy Plus Limited,Delisted,"340,000.00"
SNX,SecureNet Limited,Delisted,"275,000.00"
SOF,Sofcom Limited,Delisted,--
SOH,Solution 6 Holdings Limited,Delisted,"121,128,000.00"
SP1,Search Party Group Ltd,Delisted,0.00
STL,StarGroup Limited,Delisted,"16,308,787.00"
STR,Service Stream Ltd,Delisted,"348,000.00"
TBL,Tambla Limited,Delisted,"3,285,084.00"
TCH,Touchcorp Limited,Delisted,"16,134,503.00"
TMN,Telemedia Networks International Limited,Delisted,0.00
TQH,3Q Holdings Limited,Delisted,"5,932,315.00"
ULT,Ultrapay Limited,Delisted,"4,288,588.00"
UPD,Updater Inc,Delisted,"7,165,801.00"
USC,Utility Services Corporation Limited,Delisted,0.00
UXC,UXC Limited,Delisted,"11,842,000.00"
VCM,VeCommerce Limited,Delisted,"742,000.00"
VEA1,Veda Advantage Limited,Delisted,"18,775,000.00"
VGL1,Volante Group Limited,Delisted,"8,305,000.00"
VID,Videlli Limited,Delisted,0.00
VLT,Vault Intelligence Limited,Delisted,"4,000,947.00"
VXS,Voxson Limited,Delisted,0.00
WCG1,Webcentral Group Limited1,Delisted,0.00
WNS,World.Net Services Limited,Delisted,0.00
ZYB,Zyber Holdings Ltd,Delisted,--
AAU,Adcorp Australia Limited,Delisted,"12,057.00"
AB1,Animoca Brands Corporation Limited,Delisted,"11,254,425.00"
AMM,Amcom Telecommunications Limited,Delisted,"6,039,000.00"
APO,APN Outdoor Group Limited,Delisted,"139,274,000.00"
BBB,B Digital Limited,Delisted,0.00
BGL2,Bigair Group Limited,Delisted,"6,437,046.00"
BRO,Broad Investments Limited,Delisted,0.00
CEH,China Education Limited,Delisted,0.00
CSK,CrowdSpark Ltd,Delisted,--
CVA,Clever Communications Australia Limited,Delisted,0.00
DIG,Asia Pacific Digital Limited,Delisted,"500,000.00"
DIR,Direct Nickel Limited,Delisted,"524,578.00"
EFT,Eftel Limited,Delisted,"256,000.00"
ENC,Enice Holding Company Limited,Delisted,"236,615.00"
ENG,Engin Limited,Delisted,0.00
FUL,Fulcrum Equity Limited,Delisted,"878,000.00"
FXJ,Fairfax Media Limited,Delisted,"346,949,000.00"
GCN,GoConnect Limited,Delisted,--
IAB,IAB Holdings Limited,Delisted,"7,790,000.00"
IIN,iiNET Limited,Delisted,"171,762,000.00"
IPW,IPWorld Limited,Delisted,0.00
IPX,Intrapower Limited,Delisted,"12,214,000.00"
LAA,Latam Autos Limited,Delisted,"3,424,000.00"
MIG,A.C.N. 059 457 279 Limited,Delisted,0.00
MRN,Macquarie Media Limited,Delisted,"102,640,000.00"
MTU,M2 Group Ltd ,Delisted,"241,363,000.00"
MUA,Mitula Group Limited,Delisted,"11,420,575.00"
NBS,Nexbis Limited,Delisted,"60,402,000.00"
NCA,Neighborhood Cable Limited,Delisted,0.00
NEC1,Northern Energy Corporation Limited,Delisted,0.00
NWL1,New Tel Limited,Delisted,"39,143,000.00"
NWT,Newsat Limited,Delisted,"390,575,000.00"
OTL,Orion Telecommunications Limited,Delisted,"1,469,000.00"
PEO,People Telecom Limited,Delisted,0.00
PWK,Pipe Networks Limited,Delisted,0.00
PWT,PowerTel Limited,Delisted,0.00
QMS,QMS Media Limited,Delisted,"108,516,000.00"
SGT,Singapore Telecommunications Limited,Delisted,"11,378,535,377.00"
SLM,Salmat Limited,Delisted,"8,462,000.00"
STG1,Staging Connections Group Limited,Delisted,"10,832,000.00"
UEC,Uecomm Limited,Delisted,"459,000.00"
UNW,Unwired Group Limited,Delisted,"115,972,000.00"
AAN,Alinta Limited,Delisted,"671,726,000.00"
AEJ,Redbank Energy Limited,Delisted,"4,727,000.00"
AEN,Australian Energy Limited,Delisted,"648,054.00"
AES,Advanced Energy Systems Limited,Delisted,0.00
AGL1,Australian Gas Light Company (The),Delisted,"2,402,400,000.00"
AIH,Alinta Infrastructure Holdings Limited,Delisted,"302,386,000.00"
ALN,Alinta Limited,Delisted,"120,531,000.00"
APK,Australian Power and Gas Company Limited,Delisted,"9,491,000.00"
BBI,Babcock & Brown Infrastructure Group,Delisted,"3,045,531,000.00"
CEN1,Contact Energy Limited,Delisted,0.00
CIF,Challenger Infrastructure Fund,Delisted,--
DUE,DUET Group,Delisted,"1,684,013,000.00"
ENE1,Energy Developments Limited,Delisted,"26,214,000.00"
ENV1,Envestra Limited,Delisted,"606,000,000.00"
EPW,ERM Power Limited,Delisted,"38,061,000.00"
EPX,Ethane Pipeline Income Fund,Delisted,"37,689,000.00"
EVM,EnviroMission Limited,Delisted,"1,175,139.00"
GAS1,GasNet Australia Group,Delisted,0.00
GHT,Geothermal Resources Limited,Delisted,0.00
GNB,Greenbox Group Limited,Delisted,0.00
GOE,GO energy Group Limited,Delisted,"1,490,495.00"
GPE,Green Pacific Energy Limited,Delisted,"4,475,000.00"
HDF,APA Sub Group,Delisted,0.00
HRZ1,Horizon Energy Investment Group,Delisted,--
KEN,KUTh Energy Limited,Delisted,0.00
NVE,Novera Energy Limited,Delisted,0.00
PEA,Pacific Energy Limited,Delisted,"5,875,000.00"
PHY,Pacific Hydro Limited,Delisted,"4,629,000.00"
PIH,Prime Infrastructure Group,Delisted,"6,565,000.00"
TSI,Transfield Services Infrastructure Fund,Delisted,"58,486,000.00"
UEL,United Energy Limited,Delisted,"357,200,000.00"
VIR1,Viridis Clean Energy,Delisted,--
WND,Windlab Limited,Delisted,0.00
ZEN,Zenith Energy Limited,Delisted,"13,000.00"
AAK,Australia China Holdings Limited,Delisted,0
AJA,Astro Japan Property Group,Delisted,--
AJD,Asia Pacific Data Centre Group,Delisted,--
AOG,Aveo Group,Delisted,--
BPA,Brookfield Prime Property Fund,Delisted,--
CUA,Centuria Urban REIT,Delisted,--
ESL,Eco Systems Ltd,Delisted,--
FLK,Folkestone Limited,Delisted,--
GHC,Generation Healthcare REIT,Delisted,--
GJT,Galileo Japan Trust,Delisted,--
GMF,GPT Metro Office Fund,Delisted,--
GTY,Gateway Lifestyle Group,Delisted,--
INM,Iron Mountain Incorporated,Delisted,--
IOF,Investa Office Fund,Delisted,--
LTN,Lantern Hotel Group,Delisted,--
PAY,Payce Consolidated Limited,Delisted,--
PFM,Pacific Mining Limited,Delisted,--
PHI,Phileo Australia Limited,Delisted,--
PLG,Propertylink Group,Delisted,--
UPG,Unity Pacific Group,Delisted,--
VLW,Villa World Limited,Delisted,--
WFD,Westfield Corporation,Delisted,--
